date,day_of_week,day_type,holiday
10/14/09,Wednesday,Non-Holiday Weekday,
10/15/09,Thursday,Non-Holiday Weekday,
10/16/09,Friday,Non-Holiday Weekday,
10/17/09,Saturday,Non-Holiday Weekend,
10/18/09,Sunday,Non-Holiday Weekend,
10/19/09,Monday,Non-Holiday Weekday,
10/20/09,Tuesday,Non-Holiday Weekday,
10/21/09,Wednesday,Non-Holiday Weekday,
10/22/09,Thursday,Non-Holiday Weekday,
10/23/09,Friday,Non-Holiday Weekday,
10/24/09,Saturday,Non-Holiday Weekend,
10/25/09,Sunday,Non-Holiday Weekend,
10/26/09,Monday,Non-Holiday Weekday,
10/27/09,Tuesday,Non-Holiday Weekday,
10/28/09,Wednesday,Non-Holiday Weekday,
10/29/09,Thursday,Non-Holiday Weekday,
10/30/09,Friday,Non-Holiday Weekday,
10/31/09,Saturday,Party Holiday,Halloween
11/1/09,Sunday,Non-Holiday Weekend,
11/2/09,Monday,Non-Holiday Weekday,
11/3/09,Tuesday,Non-Holiday Weekday,
11/4/09,Wednesday,Non-Holiday Weekday,
11/5/09,Thursday,Non-Holiday Weekday,
11/6/09,Friday,Non-Holiday Weekday,
11/7/09,Saturday,Non-Holiday Weekend,
11/8/09,Sunday,Non-Holiday Weekend,
11/9/09,Monday,Non-Holiday Weekday,
11/10/09,Tuesday,Non-Holiday Weekday,
11/11/09,Wednesday,National Holiday,Veterans Day
11/12/09,Thursday,Non-Holiday Weekday,
11/13/09,Friday,Non-Holiday Weekday,
11/14/09,Saturday,Non-Holiday Weekend,
11/15/09,Sunday,Non-Holiday Weekend,
11/16/09,Monday,Non-Holiday Weekday,
11/17/09,Tuesday,Non-Holiday Weekday,
11/18/09,Wednesday,Non-Holiday Weekday,
11/19/09,Thursday,Non-Holiday Weekday,
11/20/09,Friday,Non-Holiday Weekday,
11/21/09,Saturday,Non-Holiday Weekend,
11/22/09,Sunday,Non-Holiday Weekend,
11/23/09,Monday,Non-Holiday Weekday,
11/24/09,Tuesday,Non-Holiday Weekday,
11/25/09,Wednesday,Party Holiday,Thanksgiving Eve
11/26/09,Thursday,National Holiday,Thanksgiving Day
11/27/09,Friday,Non-Holiday Weekday,
11/28/09,Saturday,Non-Holiday Weekend,
11/29/09,Sunday,Non-Holiday Weekend,
11/30/09,Monday,Non-Holiday Weekday,
12/1/09,Tuesday,Non-Holiday Weekday,
12/2/09,Wednesday,Non-Holiday Weekday,
12/3/09,Thursday,Non-Holiday Weekday,
12/4/09,Friday,Non-Holiday Weekday,
12/5/09,Saturday,Non-Holiday Weekend,
12/6/09,Sunday,Non-Holiday Weekend,
12/7/09,Monday,Non-Holiday Weekday,
12/8/09,Tuesday,Non-Holiday Weekday,
12/9/09,Wednesday,Non-Holiday Weekday,
12/10/09,Thursday,Non-Holiday Weekday,
12/11/09,Friday,Non-Holiday Weekday,
12/12/09,Saturday,Non-Holiday Weekend,
12/13/09,Sunday,Non-Holiday Weekend,
12/14/09,Monday,Non-Holiday Weekday,
12/15/09,Tuesday,Non-Holiday Weekday,
12/16/09,Wednesday,Non-Holiday Weekday,
12/17/09,Thursday,Non-Holiday Weekday,
12/18/09,Friday,Non-Holiday Weekday,
12/19/09,Saturday,Non-Holiday Weekend,
12/20/09,Sunday,Non-Holiday Weekend,
12/21/09,Monday,Non-Holiday Weekday,
12/22/09,Tuesday,Non-Holiday Weekday,
12/23/09,Wednesday,Non-Holiday Weekday,
12/24/09,Thursday,Non-Holiday Weekday,
12/25/09,Friday,National Holiday,Christmas Day
12/26/09,Saturday,Non-Holiday Weekend,
12/27/09,Sunday,Non-Holiday Weekend,
12/28/09,Monday,Non-Holiday Weekday,
12/29/09,Tuesday,Non-Holiday Weekday,
12/30/09,Wednesday,Non-Holiday Weekday,
12/31/09,Thursday,Party Holiday,New Year's Eve
1/1/10,Friday,National Holiday,New Year's Day
1/2/10,Saturday,Non-Holiday Weekend,
1/3/10,Sunday,Non-Holiday Weekend,
1/4/10,Monday,Non-Holiday Weekday,
1/5/10,Tuesday,Non-Holiday Weekday,
1/6/10,Wednesday,Non-Holiday Weekday,
1/7/10,Thursday,Non-Holiday Weekday,
1/8/10,Friday,Non-Holiday Weekday,
1/9/10,Saturday,Non-Holiday Weekend,
1/10/10,Sunday,Non-Holiday Weekend,
1/11/10,Monday,Non-Holiday Weekday,
1/12/10,Tuesday,Non-Holiday Weekday,
1/13/10,Wednesday,Non-Holiday Weekday,
1/14/10,Thursday,Non-Holiday Weekday,
1/15/10,Friday,Non-Holiday Weekday,
1/16/10,Saturday,Non-Holiday Weekend,
1/17/10,Sunday,Non-Holiday Weekend,
1/18/10,Monday,National Holiday,MLK Day
1/19/10,Tuesday,Non-Holiday Weekday,
1/20/10,Wednesday,Non-Holiday Weekday,
1/21/10,Thursday,Non-Holiday Weekday,
1/22/10,Friday,Non-Holiday Weekday,
1/23/10,Saturday,Non-Holiday Weekend,
1/24/10,Sunday,Non-Holiday Weekend,
1/25/10,Monday,Non-Holiday Weekday,
1/26/10,Tuesday,Non-Holiday Weekday,
1/27/10,Wednesday,Non-Holiday Weekday,
1/28/10,Thursday,Non-Holiday Weekday,
1/29/10,Friday,Non-Holiday Weekday,
1/30/10,Saturday,Non-Holiday Weekend,
1/31/10,Sunday,Non-Holiday Weekend,
2/1/10,Monday,Non-Holiday Weekday,
2/2/10,Tuesday,Non-Holiday Weekday,
2/3/10,Wednesday,Non-Holiday Weekday,
2/4/10,Thursday,Non-Holiday Weekday,
2/5/10,Friday,Non-Holiday Weekday,
2/6/10,Saturday,Non-Holiday Weekend,
2/7/10,Sunday,Party Holiday,Super Bowl Sunday
2/8/10,Monday,Non-Holiday Weekday,
2/9/10,Tuesday,Non-Holiday Weekday,
2/10/10,Wednesday,Non-Holiday Weekday,
2/11/10,Thursday,Non-Holiday Weekday,
2/12/10,Friday,Non-Holiday Weekday,
2/13/10,Saturday,Non-Holiday Weekend,
2/14/10,Sunday,Non-Holiday Weekend,
2/15/10,Monday,National Holiday,President's Day
2/16/10,Tuesday,Non-Holiday Weekday,
2/17/10,Wednesday,Non-Holiday Weekday,
2/18/10,Thursday,Non-Holiday Weekday,
2/19/10,Friday,Non-Holiday Weekday,
2/20/10,Saturday,Non-Holiday Weekend,
2/21/10,Sunday,Non-Holiday Weekend,
2/22/10,Monday,Non-Holiday Weekday,
2/23/10,Tuesday,Non-Holiday Weekday,
2/24/10,Wednesday,Non-Holiday Weekday,
2/25/10,Thursday,Non-Holiday Weekday,
2/26/10,Friday,Non-Holiday Weekday,
2/27/10,Saturday,Non-Holiday Weekend,
2/28/10,Sunday,Non-Holiday Weekend,
3/1/10,Monday,Non-Holiday Weekday,
3/2/10,Tuesday,Party Holiday,Mardi Gras
3/3/10,Wednesday,Non-Holiday Weekday,
3/4/10,Thursday,Non-Holiday Weekday,
3/5/10,Friday,Non-Holiday Weekday,
3/6/10,Saturday,Non-Holiday Weekend,
3/7/10,Sunday,Non-Holiday Weekend,
3/8/10,Monday,Non-Holiday Weekday,
3/9/10,Tuesday,Non-Holiday Weekday,
3/10/10,Wednesday,Non-Holiday Weekday,
3/11/10,Thursday,Non-Holiday Weekday,
3/12/10,Friday,Non-Holiday Weekday,
3/13/10,Saturday,Non-Holiday Weekend,
3/14/10,Sunday,Non-Holiday Weekend,
3/15/10,Monday,Non-Holiday Weekday,
3/16/10,Tuesday,Non-Holiday Weekday,
3/17/10,Wednesday,Party Holiday,St. Patty's Day
3/18/10,Thursday,Non-Holiday Weekday,
3/19/10,Friday,Non-Holiday Weekday,
3/20/10,Saturday,Non-Holiday Weekend,
3/21/10,Sunday,Non-Holiday Weekend,
3/22/10,Monday,Non-Holiday Weekday,
3/23/10,Tuesday,Non-Holiday Weekday,
3/24/10,Wednesday,Non-Holiday Weekday,
3/25/10,Thursday,Non-Holiday Weekday,
3/26/10,Friday,Non-Holiday Weekday,
3/27/10,Saturday,Non-Holiday Weekend,
3/28/10,Sunday,Non-Holiday Weekend,
3/29/10,Monday,Non-Holiday Weekday,
3/30/10,Tuesday,Non-Holiday Weekday,
3/31/10,Wednesday,Non-Holiday Weekday,
4/1/10,Thursday,Non-Holiday Weekday,
4/2/10,Friday,Non-Holiday Weekday,
4/3/10,Saturday,Non-Holiday Weekend,
4/4/10,Sunday,Non-Holiday Weekend,
4/5/10,Monday,Non-Holiday Weekday,
4/6/10,Tuesday,Non-Holiday Weekday,
4/7/10,Wednesday,Non-Holiday Weekday,
4/8/10,Thursday,Non-Holiday Weekday,
4/9/10,Friday,Non-Holiday Weekday,
4/10/10,Saturday,Non-Holiday Weekend,
4/11/10,Sunday,Non-Holiday Weekend,
4/12/10,Monday,Non-Holiday Weekday,
4/13/10,Tuesday,Non-Holiday Weekday,
4/14/10,Wednesday,Non-Holiday Weekday,
4/15/10,Thursday,Non-Holiday Weekday,
4/16/10,Friday,Non-Holiday Weekday,
4/17/10,Saturday,Non-Holiday Weekend,
4/18/10,Sunday,Non-Holiday Weekend,
4/19/10,Monday,Non-Holiday Weekday,
4/20/10,Tuesday,Party Holiday,420
4/21/10,Wednesday,Non-Holiday Weekday,
4/22/10,Thursday,Non-Holiday Weekday,
4/23/10,Friday,Non-Holiday Weekday,
4/24/10,Saturday,Non-Holiday Weekend,
4/25/10,Sunday,Non-Holiday Weekend,
4/26/10,Monday,Non-Holiday Weekday,
4/27/10,Tuesday,Non-Holiday Weekday,
4/28/10,Wednesday,Non-Holiday Weekday,
4/29/10,Thursday,Non-Holiday Weekday,
4/30/10,Friday,Non-Holiday Weekday,
5/1/10,Saturday,Non-Holiday Weekend,
5/2/10,Sunday,Non-Holiday Weekend,
5/3/10,Monday,Non-Holiday Weekday,
5/4/10,Tuesday,Non-Holiday Weekday,
5/5/10,Wednesday,Party Holiday,Cinco de Mayo
5/6/10,Thursday,Non-Holiday Weekday,
5/7/10,Friday,Non-Holiday Weekday,
5/8/10,Saturday,Non-Holiday Weekend,
5/9/10,Sunday,Non-Holiday Weekend,
5/10/10,Monday,Non-Holiday Weekday,
5/11/10,Tuesday,Non-Holiday Weekday,
5/12/10,Wednesday,Non-Holiday Weekday,
5/13/10,Thursday,Non-Holiday Weekday,
5/14/10,Friday,Non-Holiday Weekday,
5/15/10,Saturday,Non-Holiday Weekend,
5/16/10,Sunday,Non-Holiday Weekend,
5/17/10,Monday,Non-Holiday Weekday,
5/18/10,Tuesday,Non-Holiday Weekday,
5/19/10,Wednesday,Non-Holiday Weekday,
5/20/10,Thursday,Non-Holiday Weekday,
5/21/10,Friday,Non-Holiday Weekday,
5/22/10,Saturday,Non-Holiday Weekend,
5/23/10,Sunday,Non-Holiday Weekend,
5/24/10,Monday,Non-Holiday Weekday,
5/25/10,Tuesday,Non-Holiday Weekday,
5/26/10,Wednesday,Non-Holiday Weekday,
5/27/10,Thursday,Non-Holiday Weekday,
5/28/10,Friday,Non-Holiday Weekday,
5/29/10,Saturday,Non-Holiday Weekend,
5/30/10,Sunday,Non-Holiday Weekend,
5/31/10,Monday,National Holiday,Memorial Day
6/1/10,Tuesday,Non-Holiday Weekday,
6/2/10,Wednesday,Non-Holiday Weekday,
6/3/10,Thursday,Non-Holiday Weekday,
6/4/10,Friday,Non-Holiday Weekday,
6/5/10,Saturday,Non-Holiday Weekend,
6/6/10,Sunday,Non-Holiday Weekend,
6/7/10,Monday,Non-Holiday Weekday,
6/8/10,Tuesday,Non-Holiday Weekday,
6/9/10,Wednesday,Non-Holiday Weekday,
6/10/10,Thursday,Non-Holiday Weekday,
6/11/10,Friday,Non-Holiday Weekday,
6/12/10,Saturday,Non-Holiday Weekend,
6/13/10,Sunday,Non-Holiday Weekend,
6/14/10,Monday,Non-Holiday Weekday,
6/15/10,Tuesday,Non-Holiday Weekday,
6/16/10,Wednesday,Non-Holiday Weekday,
6/17/10,Thursday,Non-Holiday Weekday,
6/18/10,Friday,Non-Holiday Weekday,
6/19/10,Saturday,Non-Holiday Weekend,
6/20/10,Sunday,Non-Holiday Weekend,
6/21/10,Monday,Non-Holiday Weekday,
6/22/10,Tuesday,Non-Holiday Weekday,
6/23/10,Wednesday,Non-Holiday Weekday,
6/24/10,Thursday,Non-Holiday Weekday,
6/25/10,Friday,Non-Holiday Weekday,
6/26/10,Saturday,Non-Holiday Weekend,
6/27/10,Sunday,Non-Holiday Weekend,
6/28/10,Monday,Non-Holiday Weekday,
6/29/10,Tuesday,Non-Holiday Weekday,
6/30/10,Wednesday,Non-Holiday Weekday,
7/1/10,Thursday,Non-Holiday Weekday,
7/2/10,Friday,Non-Holiday Weekday,
7/3/10,Saturday,Non-Holiday Weekend,
7/4/10,Sunday,National Holiday,Independence Day
7/5/10,Monday,National Holiday (Observed),
7/6/10,Tuesday,Non-Holiday Weekday,
7/7/10,Wednesday,Non-Holiday Weekday,
7/8/10,Thursday,Non-Holiday Weekday,
7/9/10,Friday,Non-Holiday Weekday,
7/10/10,Saturday,Non-Holiday Weekend,
7/11/10,Sunday,Non-Holiday Weekend,
7/12/10,Monday,Non-Holiday Weekday,
7/13/10,Tuesday,Non-Holiday Weekday,
7/14/10,Wednesday,Non-Holiday Weekday,
7/15/10,Thursday,Non-Holiday Weekday,
7/16/10,Friday,Non-Holiday Weekday,
7/17/10,Saturday,Non-Holiday Weekend,
7/18/10,Sunday,Non-Holiday Weekend,
7/19/10,Monday,Non-Holiday Weekday,
7/20/10,Tuesday,Non-Holiday Weekday,
7/21/10,Wednesday,Non-Holiday Weekday,
7/22/10,Thursday,Non-Holiday Weekday,
7/23/10,Friday,Non-Holiday Weekday,
7/24/10,Saturday,Non-Holiday Weekend,
7/25/10,Sunday,Non-Holiday Weekend,
7/26/10,Monday,Non-Holiday Weekday,
7/27/10,Tuesday,Non-Holiday Weekday,
7/28/10,Wednesday,Non-Holiday Weekday,
7/29/10,Thursday,Non-Holiday Weekday,
7/30/10,Friday,Non-Holiday Weekday,
7/31/10,Saturday,Non-Holiday Weekend,
8/1/10,Sunday,Non-Holiday Weekend,
8/2/10,Monday,Non-Holiday Weekday,
8/3/10,Tuesday,Non-Holiday Weekday,
8/4/10,Wednesday,Non-Holiday Weekday,
8/5/10,Thursday,Non-Holiday Weekday,
8/6/10,Friday,Non-Holiday Weekday,
8/7/10,Saturday,Non-Holiday Weekend,
8/8/10,Sunday,Non-Holiday Weekend,
8/9/10,Monday,Non-Holiday Weekday,
8/10/10,Tuesday,Non-Holiday Weekday,
8/11/10,Wednesday,Non-Holiday Weekday,
8/12/10,Thursday,Non-Holiday Weekday,
8/13/10,Friday,Non-Holiday Weekday,
8/14/10,Saturday,Non-Holiday Weekend,
8/15/10,Sunday,Non-Holiday Weekend,
8/16/10,Monday,Non-Holiday Weekday,
8/17/10,Tuesday,Non-Holiday Weekday,
8/18/10,Wednesday,Non-Holiday Weekday,
8/19/10,Thursday,Non-Holiday Weekday,
8/20/10,Friday,Non-Holiday Weekday,
8/21/10,Saturday,Non-Holiday Weekend,
8/22/10,Sunday,Non-Holiday Weekend,
8/23/10,Monday,Non-Holiday Weekday,
8/24/10,Tuesday,Non-Holiday Weekday,
8/25/10,Wednesday,Non-Holiday Weekday,
8/26/10,Thursday,Non-Holiday Weekday,
8/27/10,Friday,Non-Holiday Weekday,
8/28/10,Saturday,Non-Holiday Weekend,
8/29/10,Sunday,Non-Holiday Weekend,
8/30/10,Monday,Non-Holiday Weekday,
8/31/10,Tuesday,Non-Holiday Weekday,
9/1/10,Wednesday,Non-Holiday Weekday,
9/2/10,Thursday,Non-Holiday Weekday,
9/3/10,Friday,Non-Holiday Weekday,
9/4/10,Saturday,Non-Holiday Weekend,
9/5/10,Sunday,Non-Holiday Weekend,
9/6/10,Monday,National Holiday,Labor Day
9/7/10,Tuesday,Non-Holiday Weekday,
9/8/10,Wednesday,Non-Holiday Weekday,
9/9/10,Thursday,Non-Holiday Weekday,
9/10/10,Friday,Non-Holiday Weekday,
9/11/10,Saturday,Non-Holiday Weekend,
9/12/10,Sunday,Non-Holiday Weekend,
9/13/10,Monday,Non-Holiday Weekday,
9/14/10,Tuesday,Non-Holiday Weekday,
9/15/10,Wednesday,Non-Holiday Weekday,
9/16/10,Thursday,Non-Holiday Weekday,
9/17/10,Friday,Non-Holiday Weekday,
9/18/10,Saturday,Non-Holiday Weekend,
9/19/10,Sunday,Non-Holiday Weekend,
9/20/10,Monday,Non-Holiday Weekday,
9/21/10,Tuesday,Non-Holiday Weekday,
9/22/10,Wednesday,Non-Holiday Weekday,
9/23/10,Thursday,Non-Holiday Weekday,
9/24/10,Friday,Non-Holiday Weekday,
9/25/10,Saturday,Non-Holiday Weekend,
9/26/10,Sunday,Non-Holiday Weekend,
9/27/10,Monday,Non-Holiday Weekday,
9/28/10,Tuesday,Non-Holiday Weekday,
9/29/10,Wednesday,Non-Holiday Weekday,
9/30/10,Thursday,Non-Holiday Weekday,
10/1/10,Friday,Non-Holiday Weekday,
10/2/10,Saturday,Non-Holiday Weekend,
10/3/10,Sunday,Non-Holiday Weekend,
10/4/10,Monday,Non-Holiday Weekday,
10/5/10,Tuesday,Non-Holiday Weekday,
10/6/10,Wednesday,Non-Holiday Weekday,
10/7/10,Thursday,Non-Holiday Weekday,
10/8/10,Friday,Non-Holiday Weekday,
10/9/10,Saturday,Non-Holiday Weekend,
10/10/10,Sunday,Non-Holiday Weekend,
10/11/10,Monday,National Holiday,Columbus Day
10/12/10,Tuesday,Non-Holiday Weekday,
10/13/10,Wednesday,Non-Holiday Weekday,
10/14/10,Thursday,Non-Holiday Weekday,
10/15/10,Friday,Non-Holiday Weekday,
10/16/10,Saturday,Non-Holiday Weekend,
10/17/10,Sunday,Non-Holiday Weekend,
10/18/10,Monday,Non-Holiday Weekday,
10/19/10,Tuesday,Non-Holiday Weekday,
10/20/10,Wednesday,Non-Holiday Weekday,
10/21/10,Thursday,Non-Holiday Weekday,
10/22/10,Friday,Non-Holiday Weekday,
10/23/10,Saturday,Non-Holiday Weekend,
10/24/10,Sunday,Non-Holiday Weekend,
10/25/10,Monday,Non-Holiday Weekday,
10/26/10,Tuesday,Non-Holiday Weekday,
10/27/10,Wednesday,Non-Holiday Weekday,
10/28/10,Thursday,Non-Holiday Weekday,
10/29/10,Friday,Non-Holiday Weekday,
10/30/10,Saturday,Non-Holiday Weekend,
10/31/10,Sunday,Party Holiday,Halloween
11/1/10,Monday,Non-Holiday Weekday,
11/2/10,Tuesday,Non-Holiday Weekday,
11/3/10,Wednesday,Non-Holiday Weekday,
11/4/10,Thursday,Non-Holiday Weekday,
11/5/10,Friday,Non-Holiday Weekday,
11/6/10,Saturday,Non-Holiday Weekend,
11/7/10,Sunday,Non-Holiday Weekend,
11/8/10,Monday,Non-Holiday Weekday,
11/9/10,Tuesday,Non-Holiday Weekday,
11/10/10,Wednesday,Non-Holiday Weekday,
11/11/10,Thursday,National Holiday,Veterans Day
11/12/10,Friday,Non-Holiday Weekday,
11/13/10,Saturday,Non-Holiday Weekend,
11/14/10,Sunday,Non-Holiday Weekend,
11/15/10,Monday,Non-Holiday Weekday,
11/16/10,Tuesday,Non-Holiday Weekday,
11/17/10,Wednesday,Non-Holiday Weekday,
11/18/10,Thursday,Non-Holiday Weekday,
11/19/10,Friday,Non-Holiday Weekday,
11/20/10,Saturday,Non-Holiday Weekend,
11/21/10,Sunday,Non-Holiday Weekend,
11/22/10,Monday,Non-Holiday Weekday,
11/23/10,Tuesday,Non-Holiday Weekday,
11/24/10,Wednesday,Party Holiday,Thanksgiving Eve
11/25/10,Thursday,National Holiday,Thanksgiving Day
11/26/10,Friday,Non-Holiday Weekday,
11/27/10,Saturday,Non-Holiday Weekend,
11/28/10,Sunday,Non-Holiday Weekend,
11/29/10,Monday,Non-Holiday Weekday,
11/30/10,Tuesday,Non-Holiday Weekday,
12/1/10,Wednesday,Non-Holiday Weekday,
12/2/10,Thursday,Non-Holiday Weekday,
12/3/10,Friday,Non-Holiday Weekday,
12/4/10,Saturday,Non-Holiday Weekend,
12/5/10,Sunday,Non-Holiday Weekend,
12/6/10,Monday,Non-Holiday Weekday,
12/7/10,Tuesday,Non-Holiday Weekday,
12/8/10,Wednesday,Non-Holiday Weekday,
12/9/10,Thursday,Non-Holiday Weekday,
12/10/10,Friday,Non-Holiday Weekday,
12/11/10,Saturday,Non-Holiday Weekend,
12/12/10,Sunday,Non-Holiday Weekend,
12/13/10,Monday,Non-Holiday Weekday,
12/14/10,Tuesday,Non-Holiday Weekday,
12/15/10,Wednesday,Non-Holiday Weekday,
12/16/10,Thursday,Non-Holiday Weekday,
12/17/10,Friday,Non-Holiday Weekday,
12/18/10,Saturday,Non-Holiday Weekend,
12/19/10,Sunday,Non-Holiday Weekend,
12/20/10,Monday,Non-Holiday Weekday,
12/21/10,Tuesday,Non-Holiday Weekday,
12/22/10,Wednesday,Non-Holiday Weekday,
12/23/10,Thursday,Non-Holiday Weekday,
12/24/10,Friday,National Holiday (Observed),
12/25/10,Saturday,National Holiday,Christmas Day
12/26/10,Sunday,Non-Holiday Weekend,
12/27/10,Monday,Non-Holiday Weekday,
12/28/10,Tuesday,Non-Holiday Weekday,
12/29/10,Wednesday,Non-Holiday Weekday,
12/30/10,Thursday,Non-Holiday Weekday,
12/31/10,Friday,Party Holiday,New Year's Eve
1/1/11,Saturday,National Holiday,New Year's Day
1/2/11,Sunday,Non-Holiday Weekend,
1/3/11,Monday,Non-Holiday Weekday,
1/4/11,Tuesday,Non-Holiday Weekday,
1/5/11,Wednesday,Non-Holiday Weekday,
1/6/11,Thursday,Non-Holiday Weekday,
1/7/11,Friday,Non-Holiday Weekday,
1/8/11,Saturday,Non-Holiday Weekend,
1/9/11,Sunday,Non-Holiday Weekend,
1/10/11,Monday,Non-Holiday Weekday,
1/11/11,Tuesday,Non-Holiday Weekday,
1/12/11,Wednesday,Non-Holiday Weekday,
1/13/11,Thursday,Non-Holiday Weekday,
1/14/11,Friday,Non-Holiday Weekday,
1/15/11,Saturday,Non-Holiday Weekend,
1/16/11,Sunday,Non-Holiday Weekend,
1/17/11,Monday,National Holiday,MLK Day
1/18/11,Tuesday,Non-Holiday Weekday,
1/19/11,Wednesday,Non-Holiday Weekday,
1/20/11,Thursday,Non-Holiday Weekday,
1/21/11,Friday,Non-Holiday Weekday,
1/22/11,Saturday,Non-Holiday Weekend,
1/23/11,Sunday,Non-Holiday Weekend,
1/24/11,Monday,Non-Holiday Weekday,
1/25/11,Tuesday,Non-Holiday Weekday,
1/26/11,Wednesday,Non-Holiday Weekday,
1/27/11,Thursday,Non-Holiday Weekday,
1/28/11,Friday,Non-Holiday Weekday,
1/29/11,Saturday,Non-Holiday Weekend,
1/30/11,Sunday,Non-Holiday Weekend,
1/31/11,Monday,Non-Holiday Weekday,
2/1/11,Tuesday,Non-Holiday Weekday,
2/2/11,Wednesday,Non-Holiday Weekday,
2/3/11,Thursday,Non-Holiday Weekday,
2/4/11,Friday,Non-Holiday Weekday,
2/5/11,Saturday,Non-Holiday Weekend,
2/6/11,Sunday,Party Holiday,Super Bowl Sunday
2/7/11,Monday,Non-Holiday Weekday,
2/8/11,Tuesday,Non-Holiday Weekday,
2/9/11,Wednesday,Non-Holiday Weekday,
2/10/11,Thursday,Non-Holiday Weekday,
2/11/11,Friday,Non-Holiday Weekday,
2/12/11,Saturday,Non-Holiday Weekend,
2/13/11,Sunday,Non-Holiday Weekend,
2/14/11,Monday,Non-Holiday Weekday,
2/15/11,Tuesday,Non-Holiday Weekday,
2/16/11,Wednesday,Non-Holiday Weekday,
2/17/11,Thursday,Non-Holiday Weekday,
2/18/11,Friday,Non-Holiday Weekday,
2/19/11,Saturday,Non-Holiday Weekend,
2/20/11,Sunday,Non-Holiday Weekend,
2/21/11,Monday,National Holiday,President's Day
2/22/11,Tuesday,Non-Holiday Weekday,
2/23/11,Wednesday,Non-Holiday Weekday,
2/24/11,Thursday,Non-Holiday Weekday,
2/25/11,Friday,Non-Holiday Weekday,
2/26/11,Saturday,Non-Holiday Weekend,
2/27/11,Sunday,Non-Holiday Weekend,
2/28/11,Monday,Non-Holiday Weekday,
3/1/11,Tuesday,Party Holiday,Mardi Gras
3/2/11,Wednesday,Non-Holiday Weekday,
3/3/11,Thursday,Non-Holiday Weekday,
3/4/11,Friday,Non-Holiday Weekday,
3/5/11,Saturday,Non-Holiday Weekend,
3/6/11,Sunday,Non-Holiday Weekend,
3/7/11,Monday,Non-Holiday Weekday,
3/8/11,Tuesday,Non-Holiday Weekday,
3/9/11,Wednesday,Non-Holiday Weekday,
3/10/11,Thursday,Non-Holiday Weekday,
3/11/11,Friday,Non-Holiday Weekday,
3/12/11,Saturday,Non-Holiday Weekend,
3/13/11,Sunday,Non-Holiday Weekend,
3/14/11,Monday,Non-Holiday Weekday,
3/15/11,Tuesday,Non-Holiday Weekday,
3/16/11,Wednesday,Non-Holiday Weekday,
3/17/11,Thursday,Party Holiday,St. Patty's Day
3/18/11,Friday,Non-Holiday Weekday,
3/19/11,Saturday,Non-Holiday Weekend,
3/20/11,Sunday,Non-Holiday Weekend,
3/21/11,Monday,Non-Holiday Weekday,
3/22/11,Tuesday,Non-Holiday Weekday,
3/23/11,Wednesday,Non-Holiday Weekday,
3/24/11,Thursday,Non-Holiday Weekday,
3/25/11,Friday,Non-Holiday Weekday,
3/26/11,Saturday,Non-Holiday Weekend,
3/27/11,Sunday,Non-Holiday Weekend,
3/28/11,Monday,Non-Holiday Weekday,
3/29/11,Tuesday,Non-Holiday Weekday,
3/30/11,Wednesday,Non-Holiday Weekday,
3/31/11,Thursday,Non-Holiday Weekday,
4/1/11,Friday,Non-Holiday Weekday,
4/2/11,Saturday,Non-Holiday Weekend,
4/3/11,Sunday,Non-Holiday Weekend,
4/4/11,Monday,Non-Holiday Weekday,
4/5/11,Tuesday,Non-Holiday Weekday,
4/6/11,Wednesday,Non-Holiday Weekday,
4/7/11,Thursday,Non-Holiday Weekday,
4/8/11,Friday,Non-Holiday Weekday,
4/9/11,Saturday,Non-Holiday Weekend,
4/10/11,Sunday,Non-Holiday Weekend,
4/11/11,Monday,Non-Holiday Weekday,
4/12/11,Tuesday,Non-Holiday Weekday,
4/13/11,Wednesday,Non-Holiday Weekday,
4/14/11,Thursday,Non-Holiday Weekday,
4/15/11,Friday,Non-Holiday Weekday,
4/16/11,Saturday,Non-Holiday Weekend,
4/17/11,Sunday,Non-Holiday Weekend,
4/18/11,Monday,Non-Holiday Weekday,
4/19/11,Tuesday,Non-Holiday Weekday,
4/20/11,Wednesday,Party Holiday,420
4/21/11,Thursday,Non-Holiday Weekday,
4/22/11,Friday,Non-Holiday Weekday,
4/23/11,Saturday,Non-Holiday Weekend,
4/24/11,Sunday,Non-Holiday Weekend,
4/25/11,Monday,Non-Holiday Weekday,
4/26/11,Tuesday,Non-Holiday Weekday,
4/27/11,Wednesday,Non-Holiday Weekday,
4/28/11,Thursday,Non-Holiday Weekday,
4/29/11,Friday,Non-Holiday Weekday,
4/30/11,Saturday,Non-Holiday Weekend,
5/1/11,Sunday,Non-Holiday Weekend,
5/2/11,Monday,Non-Holiday Weekday,
5/3/11,Tuesday,Non-Holiday Weekday,
5/4/11,Wednesday,Non-Holiday Weekday,
5/5/11,Thursday,Party Holiday,Cinco de Mayo
5/6/11,Friday,Non-Holiday Weekday,
5/7/11,Saturday,Non-Holiday Weekend,
5/8/11,Sunday,Non-Holiday Weekend,
5/9/11,Monday,Non-Holiday Weekday,
5/10/11,Tuesday,Non-Holiday Weekday,
5/11/11,Wednesday,Non-Holiday Weekday,
5/12/11,Thursday,Non-Holiday Weekday,
5/13/11,Friday,Non-Holiday Weekday,
5/14/11,Saturday,Non-Holiday Weekend,
5/15/11,Sunday,Non-Holiday Weekend,
5/16/11,Monday,Non-Holiday Weekday,
5/17/11,Tuesday,Non-Holiday Weekday,
